plant,primary_length (m),k (10-8 m/s/MPa),_length (m),surface (m2),Jv (uL/s),Jexp (uL/s),x,K 1st,K optimized
200619-YBFB-Col-2-cut-n-flow-archi2.txt,0.1621,69.9491482755,2.8045,0.000313347037994,0.0339937668536,0.0342,0.0,2.9e-05,1.09703260274e-07
200619-YBFB-Col-2-cut-n-flow-archi2.txt,0.112,69.9491482755,2.7237,0.000838622774807,0.0340044394596,0.0338,0.015,0.000124,5.50564747826e-05
200619-YBFB-Col-2-cut-n-flow-archi2.txt,0.0751,69.9491482755,2.0871,0.000637760021952,0.0353050247889,0.0353,0.04,0.00177,0.00013705243368
200619-YBFB-Col-2-cut-n-flow-archi2.txt,0.0605,69.9491482755,1.6323,0.000496411914485,0.0379957801543,0.038,0.06,0.00218,0.000428753330424
200619-YBFB-Col-2-cut-n-flow-archi2.txt,0.0435,69.9491482755,1.0415,0.000313347037994,0.0440018842395,0.044,0.0765,0.00183,0.000449722478055
,,,,,,,0.0965,0.00305,0.000775721063958
,,,,,,,0.1175,0.00419,0.00119985025501
,,,,,,,0.1485,0.00345,0.00113870936336
,,,,,,,0.1975,0.0026,0.000328429996637
